,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Number of Open Accounts,Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
747,Fully Paid,391732.0,Long Term,716.0,845766.0,5,Home Mortgage,Debt Consolidation,14096.1,15.6,11.0,1,150366.0,191532.0,1,0
748,Fully Paid,92092.0,Short Term,723.0,852188.0,8,Rent,Other,10439.17,12.4,6.0,0,124583.0,142560.0,0,0
749,Fully Paid,614108.0,Long Term,682.0,1444722.0,7,Rent,Debt Consolidation,39489.03,14.2,14.0,0,343425.0,649770.0,0,0
750,Fully Paid,214896.0,Short Term,726.0,2301337.0,1,Home Mortgage,Home Improvements,20328.48,14.8,18.0,1,190779.0,563508.0,1,0
751,Fully Paid,328790.0,Long Term,719.0,1390838.0,10,Rent,Debt Consolidation,6687.62,14.0,8.0,1,199253.0,467060.0,1,0
752,Charged Off,325776.0,Short Term,739.0,1312976.0,10,Rent,Debt Consolidation,23852.41,15.6,18.0,0,319143.0,1144088.0,0,0
753,Fully Paid,75328.0,Long Term,726.0,1172718.0,0,Own Home,major_purchase,3401.95,22.7,9.0,0,56772.0,792000.0,0,0
754,Charged Off,266882.0,Short Term,698.0,1382915.0,10,Rent,Debt Consolidation,21976.73,22.5,10.0,0,257678.0,336006.0,0,0
755,Fully Paid,171380.0,Short Term,747.0,801762.0,10,Home Mortgage,Home Improvements,9393.98,26.1,6.0,0,3059.0,354574.0,0,0
756,Fully Paid,225126.0,Short Term,719.0,1788736.0,7,Home Mortgage,Buy House,15055.03,19.3,21.0,0,329593.0,529320.0,0,0
757,Fully Paid,565840.0,Short Term,734.0,1582377.0,9,Home Mortgage,Debt Consolidation,39032.08,15.4,12.0,0,434872.0,840620.0,0,0
758,Fully Paid,155452.0,Short Term,743.0,1726074.0,10,Home Mortgage,Debt Consolidation,36822.95,23.0,24.0,0,216999.0,370612.0,0,0
759,Fully Paid,134288.0,Short Term,723.0,869801.0,10,Home Mortgage,Debt Consolidation,13336.86,15.4,10.0,0,267007.0,411664.0,0,0
760,Fully Paid,117084.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,12386.1,17.1,5.0,1,10184.0,92070.0,1,0
761,Fully Paid,285670.0,Short Term,744.0,934515.0,4,Rent,Debt Consolidation,6074.3,14.4,10.0,0,192907.0,474232.0,0,0
762,Charged Off,519244.0,Long Term,726.0,1172718.0,8,Home Mortgage,Debt Consolidation,20140.57,20.0,8.0,1,414238.0,811580.0,1,0
763,Fully Paid,70136.0,Short Term,705.0,946295.0,10,Home Mortgage,Debt Consolidation,23814.98,23.1,9.0,0,77425.0,146740.0,0,0
764,Fully Paid,594000.0,Short Term,685.0,1069966.0,10,Home Mortgage,Home Improvements,14979.41,8.5,10.0,0,360848.0,1001968.0,0,0
765,Charged Off,99704.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,3333.93,18.5,6.0,1,98211.0,190476.0,1,0
766,Fully Paid,268532.0,Short Term,720.0,1855369.0,5,Home Mortgage,Debt Consolidation,28912.87,11.0,13.0,0,159847.0,404998.0,0,0
767,Fully Paid,335808.0,Short Term,726.0,1172718.0,1,Home Mortgage,Debt Consolidation,14210.86,17.7,11.0,0,376599.0,765006.0,0,0
768,Fully Paid,550770.0,Long Term,715.0,4090719.0,8,Home Mortgage,Home Improvements,40566.14,25.8,14.0,0,605226.0,1101848.0,0,0
769,Fully Paid,174548.0,Short Term,726.0,1172718.0,6,Rent,vacation,6339.54,19.8,13.0,0,4902.0,1891032.0,0,0
770,Fully Paid,151096.0,Short Term,747.0,1134642.0,9,Rent,Debt Consolidation,18437.98,16.5,8.0,1,101004.0,622072.0,1,0
771,Fully Paid,460570.0,Short Term,726.0,1172718.0,0,Home Mortgage,Debt Consolidation,26730.53,15.5,10.0,0,316673.0,528330.0,0,0
772,Charged Off,171644.0,Short Term,748.0,1111728.0,10,Rent,Debt Consolidation,26959.48,17.2,10.0,0,183844.0,716738.0,0,0
773,Fully Paid,220968.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,8667.23,30.4,6.0,1,333260.0,565818.0,1,1
774,Charged Off,223762.0,Short Term,734.0,618393.0,10,Own Home,Debt Consolidation,15408.24,28.2,19.0,0,469338.0,958452.0,0,0
775,Charged Off,522456.0,Long Term,705.0,1302469.0,10,Home Mortgage,Debt Consolidation,35492.19,35.0,15.0,0,589095.0,1188330.0,0,0
776,Charged Off,448316.0,Long Term,726.0,1172718.0,8,Home Mortgage,Home Improvements,18487.95,19.5,5.0,0,64182.0,78474.0,0,0
777,Fully Paid,616484.0,Long Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,22659.78,20.6,10.0,0,407474.0,587554.0,0,0
778,Fully Paid,646206.0,Short Term,714.0,3069488.0,7,Home Mortgage,Business Loan,50902.14,16.4,10.0,0,738834.0,911064.0,0,0
779,Fully Paid,522610.0,Short Term,728.0,1067515.0,0,Home Mortgage,Debt Consolidation,24997.54,30.0,15.0,0,759373.0,953656.0,0,0
780,Fully Paid,325292.0,Short Term,707.0,1217349.0,0,Rent,Debt Consolidation,25361.39,16.7,10.0,0,298490.0,366498.0,0,0
781,Fully Paid,551166.0,Long Term,725.0,2878842.0,10,Home Mortgage,Medical Bills,35721.52,23.0,9.0,0,243637.0,657602.0,0,0
782,Fully Paid,375298.0,Short Term,728.0,926041.0,10,Home Mortgage,Debt Consolidation,17054.59,27.9,12.0,0,319751.0,433532.0,0,0
783,Charged Off,349360.0,Short Term,726.0,1172718.0,2,Rent,Debt Consolidation,17254.66,19.9,17.0,0,497135.0,650452.0,0,0
784,Fully Paid,387970.0,Short Term,726.0,1172718.0,1,Rent,Debt Consolidation,12942.99,14.4,7.0,0,248121.0,355586.0,0,0
785,Fully Paid,120670.0,Short Term,742.0,654227.0,2,Home Mortgage,Debt Consolidation,6324.15,18.3,8.0,0,282701.0,743952.0,0,0
786,Fully Paid,162932.0,Short Term,748.0,844227.0,6,Home Mortgage,Home Improvements,13380.94,19.4,8.0,0,139555.0,299244.0,0,0
787,Fully Paid,520542.0,Short Term,743.0,1251435.0,4,Home Mortgage,Debt Consolidation,25132.82,15.7,14.0,0,593769.0,887128.0,0,0
788,Charged Off,298760.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,11952.14,17.3,9.0,1,191786.0,329494.0,1,0
789,Charged Off,391248.0,Long Term,669.0,1392719.0,10,Home Mortgage,Home Improvements,33773.26,14.9,18.0,0,336775.0,432784.0,0,0
790,Fully Paid,523292.0,Long Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,31635.95,27.4,15.0,0,634334.0,1268564.0,0,0
791,Fully Paid,108834.0,Long Term,704.0,1447344.0,8,Rent,Other,11168.58,11.0,4.0,0,48868.0,239778.0,0,0
792,Fully Paid,333608.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,9243.5,14.6,9.0,0,135394.0,875798.0,0,0
793,Charged Off,264616.0,Long Term,731.0,1333059.0,10,Home Mortgage,Debt Consolidation,23995.1,24.0,8.0,0,289864.0,509300.0,0,0
794,Fully Paid,549516.0,Short Term,726.0,1172718.0,3,Home Mortgage,Debt Consolidation,30016.77,22.3,10.0,0,481232.0,1061390.0,0,0
795,Fully Paid,356290.0,Long Term,726.0,1172718.0,6,Home Mortgage,Debt Consolidation,26534.64,13.8,9.0,0,334343.0,427768.0,0,0
796,Fully Paid,155254.0,Short Term,730.0,1448028.0,10,Home Mortgage,Other,15928.46,18.7,14.0,1,282131.0,540870.0,1,0
797,Charged Off,109692.0,Short Term,735.0,625252.0,5,Rent,Debt Consolidation,5679.29,17.4,9.0,0,99180.0,256916.0,0,0
798,Fully Paid,312818.0,Short Term,740.0,1088111.0,6,Rent,Debt Consolidation,20220.75,11.3,6.0,0,356117.0,556468.0,0,0
799,Charged Off,414414.0,Short Term,740.0,813732.0,5,Home Mortgage,Debt Consolidation,4428.14,9.2,9.0,0,87286.0,279202.0,0,0
800,Fully Paid,43824.0,Short Term,720.0,408709.0,10,Home Mortgage,Home Improvements,8106.16,26.0,7.0,0,227278.0,359502.0,0,0
801,Fully Paid,172700.0,Short Term,723.0,775542.0,10,Rent,Debt Consolidation,19840.94,14.9,12.0,1,109269.0,213708.0,1,0
802,Fully Paid,64988.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,7577.96,23.1,9.0,0,5833.0,1126620.0,0,0
803,Fully Paid,269104.0,Long Term,715.0,1297567.0,10,Home Mortgage,Home Improvements,13624.52,20.3,20.0,1,182020.0,609158.0,1,0
804,Fully Paid,327096.0,Short Term,735.0,903982.0,2,Home Mortgage,Debt Consolidation,25612.57,17.9,17.0,1,178524.0,410124.0,1,1
805,Fully Paid,449636.0,Short Term,721.0,2524093.0,0,Rent,Debt Consolidation,20339.88,16.4,17.0,0,523697.0,1295668.0,0,0
806,Fully Paid,214566.0,Short Term,694.0,965105.0,7,Rent,Debt Consolidation,8525.11,14.8,5.0,1,127452.0,163064.0,1,0
807,Fully Paid,306064.0,Short Term,726.0,1172718.0,4,Own Home,Other,5997.92,18.3,3.0,0,321784.0,412610.0,0,0
808,Charged Off,438636.0,Long Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,21876.98,14.0,18.0,1,189601.0,359898.0,0,1
809,Fully Paid,87252.0,Short Term,746.0,1789667.0,2,Home Mortgage,Debt Consolidation,16121.88,14.6,9.0,0,315609.0,609070.0,0,0
810,Fully Paid,143506.0,Short Term,739.0,896135.0,9,Rent,Debt Consolidation,13740.61,10.4,12.0,1,148504.0,428824.0,1,0
811,Fully Paid,183348.0,Short Term,726.0,1172718.0,2,Rent,Debt Consolidation,8708.65,19.4,5.0,0,154470.0,436260.0,0,0
812,Fully Paid,92642.0,Long Term,689.0,571539.0,2,Rent,Home Improvements,5924.96,12.1,6.0,0,26961.0,90464.0,0,0
813,Fully Paid,214874.0,Long Term,731.0,1540254.0,10,Rent,Debt Consolidation,19766.65,13.5,10.0,0,155477.0,346214.0,0,0
814,Fully Paid,372196.0,Long Term,665.0,1243645.0,5,Home Mortgage,Debt Consolidation,10778.13,16.0,6.0,0,147269.0,212608.0,0,0
815,Fully Paid,153780.0,Short Term,710.0,531202.0,3,Own Home,Other,8632.08,18.0,8.0,0,72637.0,426976.0,0,0
816,Fully Paid,787644.0,Long Term,683.0,1749159.0,10,Home Mortgage,Debt Consolidation,24634.07,22.1,17.0,0,362406.0,670340.0,0,0
817,Charged Off,222816.0,Short Term,725.0,1520209.0,7,Rent,Debt Consolidation,12491.17,17.5,7.0,1,71079.0,104720.0,1,0
818,Charged Off,268730.0,Long Term,681.0,1218432.0,2,Rent,Debt Consolidation,19819.66,16.3,6.0,0,265677.0,383086.0,0,0
819,Fully Paid,225214.0,Short Term,726.0,1172718.0,6,Rent,Debt Consolidation,18186.04,12.9,10.0,0,131917.0,669922.0,0,0
820,Charged Off,179432.0,Short Term,726.0,1172718.0,9,Home Mortgage,Debt Consolidation,22775.11,15.7,27.0,0,307154.0,545468.0,0,0
821,Fully Paid,479490.0,Long Term,680.0,2032924.0,10,Own Home,Debt Consolidation,29477.36,12.8,16.0,0,674956.0,1289640.0,0,0
822,Charged Off,464904.0,Long Term,726.0,1172718.0,0,Home Mortgage,Debt Consolidation,19700.53,32.1,12.0,0,402173.0,1065592.0,0,0
823,Fully Paid,458700.0,Long Term,726.0,1172718.0,7,Home Mortgage,Debt Consolidation,13455.99,35.4,10.0,1,212173.0,486508.0,1,0
824,Charged Off,760298.0,Long Term,654.0,2251272.0,5,Rent,Other,20261.41,14.7,10.0,0,651358.0,836132.0,0,0
825,Fully Paid,151822.0,Short Term,723.0,936605.0,4,Rent,Debt Consolidation,7625.46,12.1,3.0,0,49495.0,119372.0,0,0
826,Fully Paid,46486.0,Short Term,747.0,420679.0,1,Home Mortgage,Debt Consolidation,8974.27,26.1,16.0,0,240103.0,476080.0,0,0
827,Charged Off,562826.0,Long Term,699.0,1060884.0,10,Home Mortgage,Debt Consolidation,25107.74,21.4,12.0,0,442757.0,845988.0,0,0
828,Fully Paid,168102.0,Short Term,714.0,427272.0,5,Rent,Debt Consolidation,13815.28,9.9,18.0,0,122227.0,550660.0,0,0
829,Fully Paid,387310.0,Long Term,708.0,1368418.0,10,Rent,Debt Consolidation,14368.37,22.9,3.0,0,234422.0,380688.0,0,0
830,Fully Paid,334092.0,Short Term,737.0,1442670.0,10,Home Mortgage,Home Improvements,16350.26,26.5,10.0,0,95950.0,178310.0,0,0
831,Fully Paid,776776.0,Long Term,702.0,2491736.0,10,Home Mortgage,Debt Consolidation,42774.89,29.9,14.0,0,941963.0,1076702.0,0,0
832,Fully Paid,274274.0,Short Term,747.0,1540672.0,3,Rent,Debt Consolidation,8640.63,7.8,10.0,0,104538.0,500170.0,0,0
833,Fully Paid,268928.0,Long Term,726.0,1172718.0,5,Own Home,Debt Consolidation,16369.83,25.0,14.0,0,253688.0,551122.0,0,0
834,Fully Paid,172040.0,Short Term,705.0,722988.0,3,Rent,Debt Consolidation,5850.1,11.4,8.0,0,142082.0,413358.0,0,0
835,Fully Paid,67584.0,Short Term,716.0,856140.0,10,Home Mortgage,Debt Consolidation,9417.54,12.3,9.0,0,198265.0,565422.0,0,0
836,Fully Paid,258060.0,Short Term,695.0,1634380.0,10,Home Mortgage,Home Improvements,3895.19,19.4,8.0,1,50787.0,187308.0,0,1
837,Fully Paid,188606.0,Short Term,726.0,1172718.0,8,Home Mortgage,Debt Consolidation,24487.01,26.3,11.0,0,638552.0,885456.0,0,0
838,Fully Paid,196658.0,Short Term,732.0,650655.0,0,Rent,Debt Consolidation,15073.46,15.0,7.0,0,190684.0,307934.0,0,0
839,Charged Off,552442.0,Long Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,17821.24,13.8,8.0,0,596486.0,845394.0,0,0
840,Fully Paid,267652.0,Short Term,726.0,1172718.0,4,Home Mortgage,Other,1035.31,14.5,5.0,1,40945.0,338712.0,1,0
841,Fully Paid,335720.0,Short Term,728.0,966435.0,8,Rent,Debt Consolidation,9181.18,8.7,12.0,0,226974.0,722018.0,0,0
842,Fully Paid,178508.0,Short Term,739.0,2312604.0,1,Own Home,Debt Consolidation,21777.04,21.3,9.0,0,134216.0,636878.0,0,0
843,Fully Paid,346258.0,Short Term,742.0,1626058.0,10,Home Mortgage,Debt Consolidation,4634.29,15.0,8.0,0,307724.0,525514.0,0,0
844,Fully Paid,132968.0,Short Term,728.0,880460.0,10,Rent,Debt Consolidation,9465.04,21.9,9.0,1,107578.0,177936.0,1,0
845,Fully Paid,218900.0,Short Term,748.0,1890500.0,1,Rent,Debt Consolidation,12745.2,10.8,9.0,0,171551.0,928180.0,0,0
846,Fully Paid,510334.0,Long Term,718.0,900239.0,1,Rent,Debt Consolidation,15266.5,23.6,8.0,0,361665.0,549582.0,0,0
847,Fully Paid,759308.0,Short Term,680.0,2950909.0,0,Home Mortgage,Home Improvements,30738.77,28.3,14.0,0,692075.0,1282138.0,0,0
848,Fully Paid,132550.0,Short Term,654.0,622478.0,5,Rent,Debt Consolidation,14213.14,15.6,14.0,1,178391.0,320760.0,1,0
849,Fully Paid,307538.0,Short Term,739.0,1043442.0,6,Rent,Debt Consolidation,22259.83,9.0,10.0,0,170525.0,399674.0,0,0
850,Charged Off,582912.0,Long Term,685.0,1411472.0,6,Home Mortgage,Debt Consolidation,10162.53,14.7,12.0,0,373255.0,1445422.0,0,0
851,Fully Paid,98252.0,Short Term,725.0,1602897.0,10,Home Mortgage,Home Improvements,34328.63,34.3,15.0,0,335825.0,430144.0,0,0
852,Charged Off,241538.0,Short Term,726.0,1172718.0,4,Home Mortgage,Debt Consolidation,12057.02,38.5,18.0,0,391837.0,790438.0,0,0
853,Fully Paid,751300.0,Short Term,716.0,3614978.0,6,Home Mortgage,Debt Consolidation,72600.71,11.9,29.0,0,957752.0,2128522.0,0,0
854,Fully Paid,248248.0,Short Term,710.0,618089.0,10,Rent,Other,6953.62,12.8,6.0,0,51585.0,136378.0,0,0
855,Fully Paid,82126.0,Short Term,717.0,2015672.0,1,Rent,Debt Consolidation,23180.38,24.0,8.0,0,157016.0,242088.0,0,0
856,Charged Off,108834.0,Short Term,726.0,1172718.0,0,Rent,Debt Consolidation,13392.72,16.0,10.0,0,224428.0,315766.0,0,0
857,Charged Off,523204.0,Long Term,739.0,1694439.0,10,Home Mortgage,Debt Consolidation,28240.65,19.6,10.0,0,339055.0,594836.0,0,0
858,Fully Paid,150744.0,Short Term,726.0,1172718.0,3,Rent,Debt Consolidation,17297.22,14.5,9.0,0,171893.0,318956.0,0,0
859,Fully Paid,223784.0,Short Term,726.0,1172718.0,8,Own Home,Debt Consolidation,18060.07,31.0,14.0,0,399000.0,1279784.0,0,0
860,Charged Off,477818.0,Long Term,726.0,1172718.0,10,Rent,Other,8310.41,21.3,12.0,0,65265.0,469348.0,0,0
861,Fully Paid,332970.0,Long Term,723.0,996892.0,0,Rent,Debt Consolidation,19190.19,12.8,14.0,0,209836.0,310684.0,0,0
862,Fully Paid,267608.0,Short Term,726.0,1172718.0,3,Rent,Debt Consolidation,49354.59,16.2,12.0,0,374224.0,743270.0,0,0
863,Charged Off,216238.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,5168.38,31.7,2.0,0,155629.0,237710.0,0,0
864,Fully Paid,351516.0,Short Term,726.0,1172718.0,9,Home Mortgage,Home Improvements,38737.39,16.0,26.0,0,562419.0,1528736.0,0,0
865,Charged Off,481470.0,Long Term,722.0,717630.0,4,Home Mortgage,Business Loan,13850.43,18.5,13.0,0,326097.0,733172.0,0,0
866,Fully Paid,215468.0,Short Term,726.0,1172718.0,3,Rent,Debt Consolidation,19353.02,14.5,10.0,0,235334.0,318714.0,0,0
867,Fully Paid,154594.0,Short Term,722.0,434853.0,10,Home Mortgage,Debt Consolidation,2290.26,33.7,8.0,1,67792.0,130372.0,1,1
868,Charged Off,367796.0,Short Term,710.0,1172566.0,5,Home Mortgage,Debt Consolidation,34101.96,11.5,12.0,0,338352.0,590018.0,0,0
869,Charged Off,769230.0,Long Term,738.0,2694257.0,10,Home Mortgage,Debt Consolidation,10081.02,27.1,6.0,0,210349.0,727056.0,0,0
870,Fully Paid,108988.0,Short Term,726.0,1172718.0,10,Rent,Debt Consolidation,6395.78,22.0,13.0,1,94734.0,314270.0,1,0
871,Fully Paid,353826.0,Long Term,726.0,1172718.0,2,Own Home,Debt Consolidation,13120.83,20.0,2.0,0,200355.0,245498.0,0,0
872,Charged Off,348722.0,Short Term,726.0,1172718.0,4,Rent,Debt Consolidation,5872.9,19.0,10.0,0,340860.0,568678.0,0,0
873,Fully Paid,333168.0,Long Term,682.0,1163750.0,5,Home Mortgage,Debt Consolidation,24632.55,8.5,21.0,0,325109.0,484484.0,0,0
874,Charged Off,752840.0,Short Term,726.0,1172718.0,4,Own Home,Debt Consolidation,39159.95,29.5,13.0,0,746624.0,979066.0,0,0
875,Charged Off,180180.0,Short Term,726.0,1172718.0,5,Rent,Debt Consolidation,8597.12,25.9,4.0,0,169309.0,306328.0,0,0
876,Fully Paid,667062.0,Short Term,725.0,1843513.0,10,Home Mortgage,Home Improvements,31800.68,18.5,17.0,0,148200.0,1372734.0,0,0
877,Charged Off,181984.0,Short Term,693.0,562932.0,10,Home Mortgage,Debt Consolidation,15434.08,22.5,14.0,1,72257.0,228624.0,1,0
878,Fully Paid,142186.0,Short Term,705.0,793459.0,1,Home Mortgage,Debt Consolidation,16464.07,28.9,8.0,1,85291.0,216590.0,1,0
879,Fully Paid,225830.0,Long Term,681.0,2250360.0,7,Home Mortgage,Debt Consolidation,27004.32,18.9,11.0,1,270579.0,417758.0,1,0
880,Charged Off,469898.0,Long Term,726.0,1172718.0,7,Home Mortgage,Debt Consolidation,19131.67,38.9,21.0,0,478743.0,1047882.0,0,0
881,Charged Off,466884.0,Long Term,726.0,1172718.0,2,Rent,Debt Consolidation,15157.06,8.3,11.0,0,287375.0,458964.0,0,0
882,Fully Paid,403810.0,Long Term,674.0,1375581.0,2,Rent,Debt Consolidation,13182.58,28.4,9.0,0,215422.0,376794.0,0,0
883,Fully Paid,133496.0,Short Term,709.0,480415.0,6,Rent,Debt Consolidation,11209.62,17.5,12.0,0,65018.0,173448.0,0,0
884,Fully Paid,40524.0,Short Term,719.0,671194.0,10,Rent,major_purchase,10515.17,11.0,14.0,1,380.0,450296.0,1,0
885,Fully Paid,455400.0,Short Term,732.0,1375581.0,10,Home Mortgage,Debt Consolidation,23384.82,19.7,7.0,0,186352.0,242198.0,0,0
886,Fully Paid,540430.0,Short Term,740.0,1493552.0,10,Home Mortgage,Debt Consolidation,16130.43,20.5,11.0,0,314222.0,1467092.0,0,0
887,Fully Paid,299420.0,Long Term,677.0,836589.0,7,Home Mortgage,Debt Consolidation,6748.42,22.8,7.0,1,99142.0,204622.0,1,0
888,Fully Paid,451462.0,Long Term,698.0,2228016.0,10,Home Mortgage,Debt Consolidation,14890.49,13.0,8.0,0,333051.0,494406.0,0,0
889,Charged Off,203544.0,Short Term,728.0,532114.0,2,Rent,Debt Consolidation,9045.9,17.9,6.0,0,237728.0,277200.0,0,0
890,Fully Paid,399410.0,Long Term,726.0,1172718.0,10,Home Mortgage,Home Improvements,25316.36,18.6,10.0,0,265259.0,933570.0,0,0
891,Charged Off,217734.0,Short Term,731.0,1222289.0,10,Home Mortgage,Debt Consolidation,25158.66,33.4,13.0,0,533691.0,1407626.0,0,0
892,Fully Paid,111496.0,Short Term,741.0,1328822.0,7,Home Mortgage,Other,20264.64,13.9,20.0,0,578778.0,820270.0,0,0
893,Fully Paid,268840.0,Short Term,738.0,1528474.0,10,Rent,Debt Consolidation,30187.2,27.4,11.0,1,250268.0,434456.0,1,0
894,Charged Off,216876.0,Short Term,726.0,1172718.0,7,Home Mortgage,Debt Consolidation,20322.21,19.2,20.0,0,309225.0,494516.0,0,0
895,Fully Paid,533126.0,Long Term,744.0,3069488.0,10,Home Mortgage,Debt Consolidation,27369.69,16.7,11.0,0,631161.0,1163734.0,0,0
896,Fully Paid,456918.0,Short Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,58126.7,13.4,11.0,0,110333.0,271854.0,0,0
897,Fully Paid,183326.0,Short Term,707.0,1248053.0,2,Own Home,Debt Consolidation,15392.47,11.4,13.0,0,266361.0,403172.0,0,0
898,Fully Paid,104390.0,Short Term,739.0,1059497.0,10,Home Mortgage,Debt Consolidation,3920.08,39.4,4.0,1,25536.0,42856.0,1,0
899,Fully Paid,330792.0,Short Term,726.0,1172718.0,4,Home Mortgage,Debt Consolidation,8173.04,22.6,7.0,0,293816.0,483956.0,0,0
900,Charged Off,98406.0,Short Term,684.0,660953.0,3,Rent,Debt Consolidation,4742.4,17.4,8.0,0,153121.0,244882.0,0,0
901,Fully Paid,217338.0,Short Term,746.0,1595468.0,1,Home Mortgage,Debt Consolidation,33504.6,12.7,11.0,0,104462.0,326018.0,0,0
902,Charged Off,683848.0,Long Term,726.0,1172718.0,0,Rent,Debt Consolidation,31104.9,13.2,28.0,0,791407.0,1905134.0,0,0
903,Fully Paid,140910.0,Short Term,726.0,1172718.0,2,Own Home,Debt Consolidation,6180.13,14.8,3.0,0,148067.0,179740.0,0,0
904,Fully Paid,367598.0,Long Term,708.0,821712.0,6,Rent,Debt Consolidation,22870.87,9.9,12.0,0,262295.0,560340.0,0,0
905,Charged Off,120472.0,Short Term,726.0,1172718.0,1,Home Mortgage,Debt Consolidation,15783.49,15.6,15.0,0,208202.0,572616.0,0,0
906,Charged Off,230318.0,Long Term,707.0,1338778.0,5,Rent,Debt Consolidation,18631.4,10.2,14.0,1,181013.0,671814.0,0,0
907,Fully Paid,439692.0,Short Term,744.0,2278404.0,6,Home Mortgage,Debt Consolidation,26201.57,30.5,15.0,0,565307.0,1228084.0,0,0
908,Fully Paid,48246.0,Short Term,655.0,787797.0,3,Home Mortgage,Home Improvements,2934.55,10.0,14.0,0,117686.0,293700.0,0,0
909,Fully Paid,216304.0,Short Term,726.0,1172718.0,0,Own Home,Debt Consolidation,34123.62,27.0,18.0,0,372058.0,596706.0,0,0
910,Fully Paid,564498.0,Short Term,742.0,1875110.0,10,Home Mortgage,Debt Consolidation,20001.3,32.7,20.0,0,434131.0,672914.0,0,0
911,Fully Paid,360404.0,Short Term,738.0,875444.0,2,Rent,Other,14809.36,10.1,10.0,0,235277.0,574750.0,0,0
912,Charged Off,250866.0,Short Term,741.0,965105.0,2,Home Mortgage,Debt Consolidation,8444.74,10.8,10.0,0,285361.0,569690.0,0,0
913,Fully Paid,612260.0,Short Term,678.0,1665692.0,10,Rent,Other,20821.34,16.0,13.0,0,310289.0,650870.0,0,0
914,Fully Paid,110440.0,Short Term,750.0,1068142.0,10,Home Mortgage,Debt Consolidation,8144.73,18.5,14.0,0,98154.0,1148026.0,0,0
915,Fully Paid,131956.0,Short Term,737.0,569829.0,6,Rent,Debt Consolidation,13723.32,11.4,10.0,0,184243.0,237578.0,0,0
916,Fully Paid,420684.0,Long Term,726.0,1172718.0,10,Home Mortgage,Debt Consolidation,9391.89,17.5,7.0,1,161310.0,415976.0,1,0
917,Fully Paid,52932.0,Short Term,704.0,2247377.0,2,Home Mortgage,Other,54124.35,21.1,17.0,0,684019.0,1001308.0,0,0
918,Fully Paid,437580.0,Short Term,747.0,982566.0,0,Rent,Business Loan,17931.82,14.1,11.0,0,78926.0,613360.0,0,0
919,Fully Paid,268598.0,Short Term,726.0,1172718.0,10,Home Mortgage,Home Improvements,1997.47,14.5,6.0,1,56620.0,286286.0,1,0
920,Charged Off,425524.0,Long Term,726.0,827032.0,10,Home Mortgage,Debt Consolidation,20813.36,31.4,12.0,0,389367.0,1022318.0,0,0
921,Charged Off,525910.0,Long Term,726.0,1172718.0,10,Rent,Debt Consolidation,26756.37,20.6,11.0,0,480567.0,877690.0,0,0
922,Fully Paid,467126.0,Short Term,737.0,3487640.0,7,Rent,Debt Consolidation,24064.64,22.1,11.0,0,890302.0,1285394.0,0,0
923,Fully Paid,577764.0,Long Term,715.0,1135098.0,3,Home Mortgage,Home Improvements,10688.83,17.8,4.0,0,46987.0,591448.0,0,0
924,Fully Paid,234740.0,Short Term,726.0,1172718.0,4,Rent,Debt Consolidation,14366.09,12.3,6.0,0,120004.0,300124.0,0,0
925,Fully Paid,390038.0,Long Term,708.0,1039433.0,10,Rent,Debt Consolidation,27631.89,14.4,16.0,0,384389.0,883080.0,0,0
926,Fully Paid,111364.0,Short Term,732.0,1250200.0,10,Home Mortgage,Debt Consolidation,23336.75,19.8,21.0,1,280193.0,688820.0,1,0
927,Fully Paid,222750.0,Short Term,744.0,1442822.0,6,Home Mortgage,Debt Consolidation,21161.25,29.0,12.0,0,528390.0,1477828.0,0,0
928,Fully Paid,44748.0,Short Term,736.0,734274.0,6,Own Home,Debt Consolidation,10035.04,8.3,9.0,0,97052.0,597784.0,0,0
929,Fully Paid,21934.0,Short Term,702.0,729087.0,5,Rent,Other,16039.8,15.3,10.0,0,135166.0,256586.0,0,0
930,Fully Paid,252648.0,Short Term,743.0,1626951.0,10,Own Home,Debt Consolidation,32810.15,17.8,19.0,1,182457.0,800206.0,0,0
931,Charged Off,215314.0,Short Term,732.0,843125.0,6,Rent,Debt Consolidation,15667.97,18.3,14.0,0,192907.0,279906.0,0,0
932,Fully Paid,130746.0,Short Term,742.0,1674945.0,5,Home Mortgage,Debt Consolidation,11780.38,14.2,6.0,0,54245.0,106788.0,0,0
933,Fully Paid,115566.0,Short Term,726.0,1172718.0,8,Home Mortgage,Debt Consolidation,17219.13,15.2,13.0,1,116375.0,383878.0,1,0
